,sentence_id,filename,token,label,attribute
290,46,1788_Brug_Wall,'t,O,
291,46,1788_Brug_Wall,collegie,O,
292,46,1788_Brug_Wall,ten,O,
293,46,1788_Brug_Wall,tien,O,
294,46,1788_Brug_Wall,uren,O,
295,46,1788_Brug_Wall,vóór,O,
296,46,1788_Brug_Wall,noen,O,
297,46,1788_Brug_Wall,om,O,
298,46,1788_Brug_Wall,zig,O,
299,46,1788_Brug_Wall,te,O,
300,46,1788_Brug_Wall,verweeren,O,
301,46,1788_Brug_Wall,wegens,O,
302,46,1788_Brug_Wall,zijne,O,
303,46,1788_Brug_Wall,fraudeleuse,O,
304,46,1788_Brug_Wall,banqueroute,O,
305,46,1788_Brug_Wall,en,O,
306,46,1788_Brug_Wall,abandonnement,O,
307,46,1788_Brug_Wall,van,O,
308,46,1788_Brug_Wall,zijn,O,
309,46,1788_Brug_Wall,affairens,O,
310,46,1788_Brug_Wall,-,O,
311,46,1788_Brug_Wall,fol,O,
312,46,1788_Brug_Wall,.,O,
313,46,1788_Brug_Wall,440,O,
314,46,1788_Brug_Wall,-,O,
315,46,1788_Brug_Wall,ende,O,
316,46,1788_Brug_Wall,woonste,O,
317,46,1788_Brug_Wall,",",O,
318,46,1788_Brug_Wall,faute,O,
319,46,1788_Brug_Wall,van,O,
320,46,1788_Brug_Wall,welcke,O,
321,46,1788_Brug_Wall,comparatie,O,
322,46,1788_Brug_Wall,van,O,
323,46,1788_Brug_Wall,officiewege,O,
324,46,1788_Brug_Wall,zal,O,
325,46,1788_Brug_Wall,gecondemneert,O,
326,46,1788_Brug_Wall,ende,O,
327,46,1788_Brug_Wall,vervolgt,O,
328,46,1788_Brug_Wall,worden,O,
329,46,1788_Brug_Wall,.,O,
330,46,1788_Brug_Wall,Zullende,O,
331,46,1788_Brug_Wall,dus,O,
332,46,1788_Brug_Wall,desen,O,
333,46,1788_Brug_Wall,fraudeleusen,O,
334,46,1788_Brug_Wall,banroutier,O,
335,46,1788_Brug_Wall,tot,O,
336,46,1788_Brug_Wall,drij,O,
337,46,1788_Brug_Wall,verscheijde,O,
338,46,1788_Brug_Wall,reijsen,O,
339,46,1788_Brug_Wall,opgeropen,O,
340,46,1788_Brug_Wall,worden,O,
341,46,1788_Brug_Wall,",",O,
342,46,1788_Brug_Wall,hoewel,O,
343,46,1788_Brug_Wall,men,O,
344,46,1788_Brug_Wall,genoegsaem,O,
345,46,1788_Brug_Wall,kan,O,
346,46,1788_Brug_Wall,dunken,O,
347,46,1788_Brug_Wall,zulks,O,
348,46,1788_Brug_Wall,maer,O,
349,46,1788_Brug_Wall,vervolgs,O,
350,46,1788_Brug_Wall,costume,O,
351,46,1788_Brug_Wall,gepleegt,O,
352,46,1788_Brug_Wall,te,O,
353,46,1788_Brug_Wall,worden,O,
354,46,1788_Brug_Wall,terwijl,O,
355,46,1788_Brug_Wall,hij,O,
356,46,1788_Brug_Wall,genoegsaem,O,
357,46,1788_Brug_Wall,zal,O,
358,46,1788_Brug_Wall,blijven,O,
359,46,1788_Brug_Wall,waer,O,
360,46,1788_Brug_Wall,hij,O,
361,46,1788_Brug_Wall,gevlugt,O,
362,46,1788_Brug_Wall,ofte,O,
363,46,1788_Brug_Wall,versteken,O,
364,46,1788_Brug_Wall,is,O,
365,46,1788_Brug_Wall,",",O,
366,46,1788_Brug_Wall,want,O,
367,46,1788_Brug_Wall,indien,O,
368,46,1788_Brug_Wall,hij,O,
369,46,1788_Brug_Wall,gevonden,O,
370,46,1788_Brug_Wall,wiert,O,
371,46,1788_Brug_Wall,zouden,O,
372,46,1788_Brug_Wall,zijne,O,
373,46,1788_Brug_Wall,fraudeleuse,O,
374,46,1788_Brug_Wall,onregtveerdigheden,O,
375,46,1788_Brug_Wall,",",O,
376,46,1788_Brug_Wall,waerdoor,O,
377,46,1788_Brug_Wall,zoo,O,
378,46,1788_Brug_Wall,menige,O,
379,46,1788_Brug_Wall,in,O,
380,46,1788_Brug_Wall,lijden,O,
381,46,1788_Brug_Wall,gebragt,O,
382,46,1788_Brug_Wall,zijn,O,
383,46,1788_Brug_Wall,",",O,
384,46,1788_Brug_Wall,niet,O,
385,46,1788_Brug_Wall,dan,O,
386,46,1788_Brug_Wall,ten,O,
387,46,1788_Brug_Wall,minsten,O,
388,46,1788_Brug_Wall,als,O,
389,46,1788_Brug_Wall,met,O,
390,46,1788_Brug_Wall,het,O,
391,46,1788_Brug_Wall,schandig,O,
392,46,1788_Brug_Wall,strop,O,
393,46,1788_Brug_Wall,en,O,
394,46,1788_Brug_Wall,galgenhout,O,
395,46,1788_Brug_Wall,vergolden,O,
396,46,1788_Brug_Wall,worden,O,
397,46,1788_Brug_Wall,.,O,
398,48,1788_Brug_Wall,10,O,
399,50,1788_Brug_Wall,Op,O,
400,50,1788_Brug_Wall,hoedaenige,O,
401,50,1788_Brug_Wall,wijse,O,
402,50,1788_Brug_Wall,de,O,
403,50,1788_Brug_Wall,borgerlijcke,O,
404,50,1788_Brug_Wall,patrouiliën,O,
405,50,1788_Brug_Wall,zijn,O,
406,50,1788_Brug_Wall,afgedankt,O,
407,50,1788_Brug_Wall,geworden,O,
408,50,1788_Brug_Wall,.,O,
409,52,1788_Brug_Wall,Op,O,
410,52,1788_Brug_Wall,den,O,
411,52,1788_Brug_Wall,12,O,
412,52,1788_Brug_Wall,januarij,O,
413,52,1788_Brug_Wall,vergaederden,O,
414,52,1788_Brug_Wall,des,O,
415,52,1788_Brug_Wall,avons,O,
416,52,1788_Brug_Wall,ontrent,O,
417,52,1788_Brug_Wall,den,O,
418,52,1788_Brug_Wall,negen,O,
419,52,1788_Brug_Wall,uren,O,
420,52,1788_Brug_Wall,de,O,
421,52,1788_Brug_Wall,gewonelijcke,O,
422,52,1788_Brug_Wall,borgers,O,
423,52,1788_Brug_Wall,in,O,
424,52,1788_Brug_Wall,de,O,
425,52,1788_Brug_Wall,Halle,O,
426,52,1788_Brug_Wall,op,O,
427,52,1788_Brug_Wall,de,O,
428,52,1788_Brug_Wall,Mart,O,
429,52,1788_Brug_Wall,",",O,
430,52,1788_Brug_Wall,in,O,
431,52,1788_Brug_Wall,de,O,
432,52,1788_Brug_Wall,plaetse,O,
433,52,1788_Brug_Wall,waer,O,
434,52,1788_Brug_Wall,de,O,
435,52,1788_Brug_Wall,Caemer,O,
436,52,1788_Brug_Wall,van,O,
437,52,1788_Brug_Wall,Commercie,O,
438,52,1788_Brug_Wall,gehouden,O,
439,52,1788_Brug_Wall,wordt,O,
440,52,1788_Brug_Wall,",",O,
441,52,1788_Brug_Wall,tot,O,
442,52,1788_Brug_Wall,het,O,
443,52,1788_Brug_Wall,doen,O,
444,52,1788_Brug_Wall,der,O,
445,52,1788_Brug_Wall,gewonelijcke,O,
446,52,1788_Brug_Wall,patrouilliën,O,
447,52,1788_Brug_Wall,die,O,
448,52,1788_Brug_Wall,",",O,
449,52,1788_Brug_Wall,als,O,
450,52,1788_Brug_Wall,den,O,
451,52,1788_Brug_Wall,leser,O,
452,52,1788_Brug_Wall,hiervooren,O,
453,52,1788_Brug_Wall,op,O,
454,52,1788_Brug_Wall,verscheijde,O,
455,52,1788_Brug_Wall,plaetsen,O,
456,52,1788_Brug_Wall,zien,O,
457,52,1788_Brug_Wall,kan,O,
458,52,1788_Brug_Wall,",",O,
459,52,1788_Brug_Wall,tot,O,
460,52,1788_Brug_Wall,heden,O,
461,52,1788_Brug_Wall,alle,O,
462,52,1788_Brug_Wall,avonden,O,
463,52,1788_Brug_Wall,onderhouden,O,
464,52,1788_Brug_Wall,wierden,O,
465,52,1788_Brug_Wall,-,O,
466,52,1788_Brug_Wall,fol,O,
467,52,1788_Brug_Wall,.,O,
468,52,1788_Brug_Wall,441,O,
469,52,1788_Brug_Wall,-,O,
470,52,1788_Brug_Wall,sedert,O,
471,52,1788_Brug_Wall,den,O,
472,52,1788_Brug_Wall,tijdt,O,
473,52,1788_Brug_Wall,van,O,
474,52,1788_Brug_Wall,de,O,
475,52,1788_Brug_Wall,ontstaene,O,
476,52,1788_Brug_Wall,beroerten,O,
477,52,1788_Brug_Wall,(,O,
478,52,1788_Brug_Wall,4,O,
479,52,1788_Brug_Wall,),O,
480,52,1788_Brug_Wall,binnen,O,
481,52,1788_Brug_Wall,dese,O,
482,52,1788_Brug_Wall,stadt,O,
483,52,1788_Brug_Wall,Brugge,O,
484,52,1788_Brug_Wall,",",O,
485,52,1788_Brug_Wall,om,O,
486,52,1788_Brug_Wall,welcke,O,
487,52,1788_Brug_Wall,te,O,
488,52,1788_Brug_Wall,voorkomen,O,
489,52,1788_Brug_Wall,en,O,
490,52,1788_Brug_Wall,de,O,
491,52,1788_Brug_Wall,gewenschte,O,
492,52,1788_Brug_Wall,ruste,O,
493,52,1788_Brug_Wall,te,O,
494,52,1788_Brug_Wall,behouden,O,
495,52,1788_Brug_Wall,veele,O,
496,52,1788_Brug_Wall,welpeijsende,O,
497,52,1788_Brug_Wall,borgers,O,
498,52,1788_Brug_Wall,tot,O,
499,52,1788_Brug_Wall,heden,O,
500,52,1788_Brug_Wall,zoo,O,
501,52,1788_Brug_Wall,luijsterlijk,O,
502,52,1788_Brug_Wall,hunne,O,
503,52,1788_Brug_Wall,pligten,O,
504,52,1788_Brug_Wall,gekweten,O,
505,52,1788_Brug_Wall,hebben,O,
506,52,1788_Brug_Wall,en,O,
507,52,1788_Brug_Wall,aen,O,
508,52,1788_Brug_Wall,welcke,O,
509,52,1788_Brug_Wall,tot,O,
510,52,1788_Brug_Wall,heden,O,
511,52,1788_Brug_Wall,zonder,O,
512,52,1788_Brug_Wall,tegenseg,O,
513,52,1788_Brug_Wall,de,O,
514,52,1788_Brug_Wall,behoudenisse,O,
515,52,1788_Brug_Wall,van,O,
516,52,1788_Brug_Wall,veele,O,
517,52,1788_Brug_Wall,huijsen,O,
518,52,1788_Brug_Wall,deser,O,
519,52,1788_Brug_Wall,stadt,O,
520,52,1788_Brug_Wall,toe,O,
521,52,1788_Brug_Wall,te,O,
522,52,1788_Brug_Wall,schrijven,O,
523,52,1788_Brug_Wall,is,O,
524,52,1788_Brug_Wall,.,O,
525,53,1788_Brug_Wall,Nu,O,
526,53,1788_Brug_Wall,desen,O,
527,53,1788_Brug_Wall,avont,O,
528,53,1788_Brug_Wall,de,O,
529,53,1788_Brug_Wall,patrouillie,O,
530,53,1788_Brug_Wall,van,O,
531,53,1788_Brug_Wall,den,O,
532,53,1788_Brug_Wall,deken,O,
533,53,1788_Brug_Wall,van,O,
534,53,1788_Brug_Wall,de,O,
535,53,1788_Brug_Wall,wollewevers,O,
536,53,1788_Brug_Wall,(,O,
537,53,1788_Brug_Wall,5,O,
538,53,1788_Brug_Wall,),O,
539,53,1788_Brug_Wall,zijnde,O,
540,53,1788_Brug_Wall,",",O,
541,53,1788_Brug_Wall,verselt,O,
542,53,1788_Brug_Wall,met,O,
543,53,1788_Brug_Wall,den,O,
544,53,1788_Brug_Wall,genen,O,
545,53,1788_Brug_Wall,van,O,
546,53,1788_Brug_Wall,het,O,
547,53,1788_Brug_Wall,opengestelde,O,
548,53,1788_Brug_Wall,ambagt,O,
549,53,1788_Brug_Wall,van,O,
550,53,1788_Brug_Wall,de,O,
551,53,1788_Brug_Wall,groenseliers,O,
552,53,1788_Brug_Wall,(,O,
553,53,1788_Brug_Wall,6,O,
554,53,1788_Brug_Wall,),O,
555,53,1788_Brug_Wall,en,O,
556,53,1788_Brug_Wall,eenige,O,
557,53,1788_Brug_Wall,andere,O,
558,53,1788_Brug_Wall,",",O,
559,53,1788_Brug_Wall,zijn,O,
560,53,1788_Brug_Wall,dezelve,O,
561,53,1788_Brug_Wall,met,O,
562,53,1788_Brug_Wall,hunne,O,
563,53,1788_Brug_Wall,daertoe,O,
564,53,1788_Brug_Wall,vermaende,O,
565,53,1788_Brug_Wall,leden,O,
566,53,1788_Brug_Wall,als,O,
567,53,1788_Brug_Wall,naer,O,
568,53,1788_Brug_Wall,gewoonte,O,
569,53,1788_Brug_Wall,gekomen,O,
570,53,1788_Brug_Wall,naer,O,
571,53,1788_Brug_Wall,d'Halle,O,
572,53,1788_Brug_Wall,wanneer,O,
573,53,1788_Brug_Wall,aen,O,
574,53,1788_Brug_Wall,dese,O,
575,53,1788_Brug_Wall,op,O,
576,53,1788_Brug_Wall,'t,O,
577,53,1788_Brug_Wall,onvoorsiens,O,
578,53,1788_Brug_Wall,door,O,
579,53,1788_Brug_Wall,eenen,O,
580,53,1788_Brug_Wall,heer,O,
581,53,1788_Brug_Wall,van,O,
582,53,1788_Brug_Wall,'t,O,
583,53,1788_Brug_Wall,collegie,O,
584,53,1788_Brug_Wall,aengeseijt,O,
585,53,1788_Brug_Wall,wiert,O,
586,53,1788_Brug_Wall,dat,O,
587,53,1788_Brug_Wall,zij,O,
588,53,1788_Brug_Wall,geslaekt,O,
589,53,1788_Brug_Wall,waeren,O,
590,53,1788_Brug_Wall,en,O,
591,53,1788_Brug_Wall,bedankt,O,
592,53,1788_Brug_Wall,voor,O,
593,53,1788_Brug_Wall,hun,O,
594,53,1788_Brug_Wall,gedaene,O,
595,53,1788_Brug_Wall,devoiren,O,
596,53,1788_Brug_Wall,",",O,
597,53,1788_Brug_Wall,met,O,
598,53,1788_Brug_Wall,aensegging,O,
599,53,1788_Brug_Wall,dat,O,
600,53,1788_Brug_Wall,nu,O,
601,53,1788_Brug_Wall,",",O,
602,53,1788_Brug_Wall,bij,O,
603,53,1788_Brug_Wall,orders,O,
604,53,1788_Brug_Wall,van,O,
605,53,1788_Brug_Wall,'t,O,
606,53,1788_Brug_Wall,gouvernement,O,
607,53,1788_Brug_Wall,",",O,
608,53,1788_Brug_Wall,de,O,
609,53,1788_Brug_Wall,militare,O,
610,53,1788_Brug_Wall,de,O,
611,53,1788_Brug_Wall,patrouilliën,O,
612,53,1788_Brug_Wall,zullen,O,
613,53,1788_Brug_Wall,doen,O,
614,53,1788_Brug_Wall,;,O,
615,53,1788_Brug_Wall,waermede,O,
616,53,1788_Brug_Wall,elck,O,
617,53,1788_Brug_Wall,onder,O,
618,53,1788_Brug_Wall,groote,O,
619,53,1788_Brug_Wall,murmuratie,O,
620,53,1788_Brug_Wall,naer,O,
621,53,1788_Brug_Wall,hunne,O,
622,53,1788_Brug_Wall,huijsen,O,
623,53,1788_Brug_Wall,vertrokken,O,
624,53,1788_Brug_Wall,zijn,O,
625,53,1788_Brug_Wall,(,O,
626,53,1788_Brug_Wall,7,O,
627,53,1788_Brug_Wall,),O,
628,53,1788_Brug_Wall,.,O,
629,56,1788_Brug_Wall,Hoe,O,
630,56,1788_Brug_Wall,des,O,
631,56,1788_Brug_Wall,anderdaegs,O,
632,56,1788_Brug_Wall,d'hoofwagt,O,
633,56,1788_Brug_Wall,der,O,
634,56,1788_Brug_Wall,militaire,O,
635,56,1788_Brug_Wall,op,O,
636,56,1788_Brug_Wall,de,O,
637,56,1788_Brug_Wall,Mart,O,
638,56,1788_Brug_Wall,in,O,
639,56,1788_Brug_Wall,d'Halle,O,
640,56,1788_Brug_Wall,is,O,
641,56,1788_Brug_Wall,geplaest,O,
642,56,1788_Brug_Wall,geworden,O,
